# stan_version_major = 2
# stan_version_minor = 25
# stan_version_patch = 0
# model = sl_normal_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 1
# data
#   file = data/cleaned/tmp/sl_normal_sens_pdw2_download.R.data
# init = 2 (Default)
# random
#   seed = 100605
# output
#   file = output/sl_normal_sens_pdw2_download_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
# stanc_version = stanc3 82a27ba
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta.12,theta.13,theta.14,theta.15,theta.16,theta.17,theta.18,theta.19,theta.20,theta.21,theta.22,theta.23,theta.24,sigma,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21,beta.22,beta.23,beta.24
# Adaptation terminated
# Step size = 0.572691
# Diagonal elements of inverse mass matrix:
# 0.000150637, 0.00016414, 0.000167821, 0.000125836, 0.000160311, 0.000153734, 0.000145464, 0.000162065, 0.000162952, 0.00015629, 0.000166375, 0.000160799, 0.000159095, 0.00018435, 0.000157584, 0.000157037, 0.00017566, 0.000145478, 0.000138997, 0.000141592, 0.000158015, 0.000156182, 0.000153723, 0.000165645, 0.000142278, 7.93071e-05
-3007.02,0.823477,0.572691,3,7,0,3015.02,5.8752,0.0393719,0.0307851,0.395734,0.246582,-0.610888,-0.817921,-0.10704,0.824281,-0.0669881,-0.114186,0.142247,0.220211,0.103123,-0.0349469,-0.00393704,0.10735,-0.0260919,0.00138903,0.0435837,0.0234178,0.00922315,-0.0124432,-0.0307248,-0.036642,0.965071,0.113738,-0.00953183,-0.052198,0.118391,-0.814489,-0.567684,-0.212178,0.920171,-0.53225,-0.560408,1.15172,0.962646,0.87443,-0.0408548,0.141931,0.299872,-0.0731215,-0.0156723,0.118338,0.0419975,-0.071737,-0.171501,-0.608017,-0.483698
-3005.77,0.99535,0.572691,3,7,0,3018.26,5.88959,0.058144,-0.00702146,0.382966,0.265599,-0.602118,-0.841492,-0.0975879,0.853728,-0.0639655,-0.0808514,0.162743,0.219073,0.094512,-0.013515,0.00132054,0.105345,-0.0468365,0.0164497,0.0233471,0.0105151,0.0140118,-0.0145453,0.0143467,-0.0222875,0.983908,0.687898,-0.0470482,-0.0771461,0.132051,-0.753075,-0.572154,-0.166327,0.949568,-0.593899,-0.193412,1.33702,0.966613,0.82152,-0.0142958,0.146837,0.290731,-0.103386,0.0529569,0.0758464,0.0256089,0.0140093,-0.11251,0.210838,-0.29421
-3007.35,0.797047,0.572691,3,7,0,3024.23,5.86938,0.0243949,0.0407254,0.404936,0.234317,-0.605552,-0.84104,-0.100364,0.812322,-0.0354895,-0.102958,0.169991,0.227249,0.119748,-0.0156233,0.0240873,0.0824135,-0.0203291,-0.00938635,0.0422392,0.0320803,-0.00393646,-0.00851261,-0.0283513,-0.0181522,0.96583,-0.160824,0.0090043,-0.0660734,0.100978,-0.858479,-0.772221,-0.219808,0.906919,-0.468992,-0.388822,1.34617,0.969972,1.00243,-0.0204307,0.165183,0.229882,-0.0537727,-0.0319509,0.136749,0.115781,-0.0988973,-0.112599,-0.532004,-0.239621
-3007.16,0.981816,0.572691,3,7,0,3020.55,5.88698,0.0428699,0.0227091,0.404567,0.230998,-0.623854,-0.836125,-0.0843366,0.836024,-0.0242769,-0.101586,0.150095,0.198137,0.121706,-0.00971842,0.0147726,0.103509,-0.0188145,-0.00101786,0.0313651,0.0128943,0.00806902,-0.0227301,-0.0113596,-0.0191725,0.978499,0.162588,-0.0117799,-0.0853573,0.117762,-0.891195,-0.745233,-0.126442,0.919793,-0.421863,-0.422126,1.18562,0.794098,1.03612,-0.0204483,0.173326,0.28824,-0.0618031,-0.0294126,0.0721517,-0.0057852,-0.0578055,-0.182745,-0.23523,-0.253089
-3005.62,1,0.572691,3,7,0,3017.65,5.87692,0.0458823,0.0210935,0.410647,0.239445,-0.627485,-0.827204,-0.0900485,0.84116,-0.0375046,-0.102267,0.140761,0.199736,0.11542,-0.0129322,0.0189112,0.0948052,-0.0221374,-0.00287422,0.0415476,0.0245148,0.00241939,-0.0248627,-0.0191878,-0.0205748,0.970978,0.185771,-0.0131946,-0.0542064,0.132775,-0.882758,-0.667179,-0.137213,0.92403,-0.451974,-0.457743,1.1181,0.821949,0.975393,-0.0245559,0.170827,0.264695,-0.0706339,-0.0356995,0.105175,0.0425938,-0.102782,-0.206126,-0.375429,-0.271601
-3011.17,0.79958,0.572691,3,7,0,3020.32,5.88702,0.0163408,0.0158229,0.40505,0.260748,-0.58349,-0.869043,-0.112402,0.827002,-0.0631599,-0.0946353,0.197943,0.247962,0.0838279,-0.0272908,0.023029,0.0914101,-0.0388639,0.025587,0.0247796,0.0204615,0.00483169,-0.00932546,0.0107962,-0.032679,0.97392,0.301575,-0.0243741,-0.057666,0.0661485,-0.734773,-0.693647,-0.259561,0.937034,-0.590808,-0.236725,1.6204,1.16147,0.7115,-0.0262497,0.173782,0.253735,-0.0812817,0.0772903,0.0732272,0.0675245,-0.0410531,-0.103071,0.129156,-0.431385
