# stan_version_major = 2
# stan_version_minor = 25
# stan_version_patch = 0
# model = sl_normal_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 2
# data
#   file = data/cleaned/tmp/sl_normal_full_pdw2_download.R.data
# init = 2 (Default)
# random
#   seed = 100605
# output
#   file = output/sl_normal_full_pdw2_download_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
# stanc_version = stanc3 82a27ba
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8,theta.9,theta.10,theta.11,theta.12,theta.13,theta.14,theta.15,theta.16,theta.17,theta.18,theta.19,theta.20,theta.21,sigma,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21
# Adaptation terminated
# Step size = 0.612728
# Diagonal elements of inverse mass matrix:
# 0.00015662, 0.000150772, 0.00016562, 0.000129372, 0.000183006, 0.000158096, 0.000186433, 0.000156456, 0.000149752, 0.000176596, 0.000143057, 0.000161582, 0.000141893, 0.000155304, 0.00014481, 0.000157777, 0.000133482, 0.000139051, 0.000141776, 0.000162175, 0.000140315, 0.000146346, 0.000194714
44.6468,0.738073,0.612728,3,7,0,-36.2363,6.74221,0.0292259,-0.0965504,0.0339542,-0.179756,0.86814,-0.163419,-0.194019,0.0920508,-0.0185451,0.0173207,-0.0998101,0.0248563,0.056234,0.00998175,-0.00837907,0.0215623,0.0297829,0.0418547,-0.0166693,0.0445447,-0.0288831,0.572652,0.366062,-0.0269266,0.0664658,-0.0372205,1.17238,-0.65599,-2.48121,0.557241,-0.461633,0.333459,-0.0896097,0.128472,0.157183,0.0482376,0.00875846,0.100737,0.143152,0.122072,-0.105779,0.627787,-0.326457
41.4932,0.695393,0.612728,3,7,0,-31.2094,6.7008,0.0388186,-0.0940361,0.0277867,-0.181267,0.850957,-0.155111,-0.16333,0.123546,-0.0201234,0.0287075,-0.107639,0.00183394,0.0437435,-0.00608571,0.0242636,0.0269076,0.0172503,0.0262362,-0.0147133,-0.00222267,-0.0306905,0.615933,0.453733,-0.0322525,0.0539358,-0.0625924,1.14932,-0.618582,-1.79308,0.806966,-0.460614,0.37491,-0.107382,0.0659675,0.122944,-0.00640067,0.0563762,0.0560887,0.0188012,0.00636843,-0.152336,-0.112011,-0.346886
37.5298,0.842673,0.612728,3,7,0,-27.5696,6.69305,0.0303908,-0.11065,0.0376644,-0.210879,0.84601,-0.164169,-0.184095,0.102403,-0.0112908,0.0513082,-0.10028,0.0197123,0.0568489,0.00641456,0.0224091,0.0211751,0.00973262,0.0345325,0.00273379,0.00231742,-0.0540005,0.606527,0.569987,-0.0415877,0.0712072,-0.0940344,1.14049,-0.664685,-2.25571,0.625355,-0.455237,0.633668,-0.100154,0.120708,0.158697,0.0278147,0.0539512,0.0432315,-0.0038455,0.0449456,-0.108455,-0.0991667,-0.610353
37.1145,0.987968,0.612728,3,7,0,-28.492,6.75935,0.0293548,-0.0758573,0.0222772,-0.14926,0.867832,-0.159334,-0.176596,0.10002,-0.0253165,0.00162998,-0.101087,0.00701952,0.0520149,0.00711895,-0.00638918,0.0203547,0.0360204,0.0383997,-0.0218458,0.0412036,-0.00443369,0.586509,0.161866,-0.0124391,0.0421631,0.00622822,1.17046,-0.630299,-2.16729,0.613269,-0.472601,0.162642,-0.0839212,0.0856953,0.14509,0.0558907,0.0366298,0.122854,0.200853,0.141487,-0.0802546,0.636654,-0.0501128
37.1463,1,0.612728,3,7,0,-26.1272,6.69986,0.0411509,-0.111056,0.0399165,-0.18777,0.852866,-0.180973,-0.182921,0.0901694,-0.00573657,0.0486135,-0.103761,0.0131734,0.0547142,-0.00534823,0.0143628,0.0162372,0.0139146,0.0263624,0.011493,-0.00278996,-0.0568762,0.606642,0.612749,-0.0432532,0.0805393,-0.0453506,1.15398,-0.732904,-2.29137,0.583364,-0.401063,0.603588,-0.103774,0.104046,0.151513,-0.00892312,0.0299215,0.0282076,0.0191504,0.0217385,-0.0742226,-0.186684,-0.642856
34.0768,0.914624,0.612728,3,7,0,-25.2627,6.74746,0.0211904,-0.0614117,0.0245827,-0.175502,0.863716,-0.133883,-0.168519,0.122125,-0.0310098,0.00737593,-0.10445,0.0358439,0.0551194,0.0154314,0.00286339,0.0196304,0.0253271,0.0510114,-0.0263802,0.0509954,-0.00281952,0.592428,-0.0896598,0.00403801,0.0417096,-0.057822,1.16723,-0.521584,-1.92087,0.72058,-0.549798,0.230629,-0.0841078,0.148745,0.15447,0.0877815,0.0700441,0.129112,0.163959,0.197699,-0.0896169,0.794651,-0.0318683
